ID_AULA,NOMBRE_AULA,CAPACIDAD,ID_ESTADO
662,Bubalus arnee,21,2
663,Vulpes vulpes,36,1
664,Macropus giganteus,36,2
665,Columba livia,15,2
666,Gorilla gorilla,23,2
667,Zosterops pallidus,18,1
668,Dendrohyrax brucel,28,2
669,Merops nubicus,39,1
670,Tenrec ecaudatus,37,2
671,Ramphastos tucanus,35,1
672,Bison bison,27,2
673,Dasypus septemcincus,33,2
674,Dusicyon thous,19,1
675,Funambulus pennati,38,2
676,Sus scrofa,16,1
677,Paroaria gularis,26,1
678,Choloepus hoffmani,18,1
679,unavailable,16,2
680,Numida meleagris,21,2
681,Mazama gouazoubira,21,2
682,Equus burchelli,21,1
683,Recurvirostra avosetta,21,2
684,Pelecans onocratalus,38,2
685,Motacilla aguimp,24,1
686,Ara ararauna,34,1
687,Naja sp.,24,2
688,Varanus sp.,17,1
689,Cordylus giganteus,30,2
690,Nasua narica,15,2
691,Junonia genoveua,25,1
692,unavailable,38,1
693,Mustela nigripes,15,1
694,Meles meles,27,2
695,Oryx gazella callotis,22,1
696,Zonotrichia capensis,17,2
697,Laniaurius atrococcineus,31,2
698,Cracticus nigroagularis,38,1
699,Ceryle rudis,32,2
700,Geochelone elephantopus,28,2
701,Phoca vitulina,22,1
702,Mungos mungo,40,1
703,Estrilda erythronotos,34,1
704,Erinaceus frontalis,33,1
705,Panthera tigris,35,2
706,Lamprotornis chalybaeus,27,1
707,Sula nebouxii,40,2
708,Geochelone elephantopus,40,1
709,Vulpes vulpes,39,1
710,Ceratotherium simum,24,2
711,Crotaphytus collaris,32,2
712,Dusicyon thous,40,1
713,Balearica pavonina,38,2
714,Lama glama,26,2
715,Coluber constrictor foxii,16,2
716,Ursus americanus,15,1
717,Estrilda erythronotos,23,2
718,Paroaria gularis,33,1
719,Dusicyon thous,18,1
720,Phalacrocorax brasilianus,23,1
721,Naja haje,25,2
722,Ploceus rubiginosus,27,2
723,Anhinga rufa,34,1
724,Erinaceus frontalis,37,1
725,Irania gutteralis,40,1
726,Buteo jamaicensis,38,2
727,Sarkidornis melanotos,31,2
728,Lycaon pictus,26,1
729,Phalacrocorax carbo,26,1
730,Bubalornis niger,17,2
731,Tayassu pecari,21,2
732,Melursus ursinus,29,2
733,Elephas maximus bengalensis,20,2
734,Sula dactylatra,25,2
735,Phalaropus fulicarius,35,1
736,Macropus fuliginosus,20,2
737,Sarcorhamphus papa,39,1
738,Meles meles,29,1
739,Sula dactylatra,30,2
740,Centrocercus urophasianus,18,1
741,Sus scrofa,22,2
742,Gyps bengalensis,39,1
743,Zonotrichia capensis,24,1
744,Pedetes capensis,39,2
745,Cordylus giganteus,23,1
746,Eubalaena australis,34,1
747,Streptopelia senegalensis,20,2
748,Falco peregrinus,36,2
749,Laniarius ferrugineus,37,1
750,Choloepus hoffmani,22,2
751,Lasiodora parahybana,19,1
752,Phalacrocorax albiventer,25,2
753,Hystrix indica,28,1
754,Ceryle rudis,20,1
755,Trichoglossus chlorolepidotus,37,1
756,Coluber constrictor,15,2
757,Procyon lotor,25,2
758,Pseudoleistes virescens,37,2
759,Canis lupus baileyi,22,2
760,Diceros bicornis,36,2
761,Corythornis cristata,23,1
762,Paraxerus cepapi,35,2
763,Thylogale stigmatica,36,2
764,Capra ibex,25,1
765,Crotaphytus collaris,31,2
766,Tauraco porphyrelophus,25,2
767,Mungos mungo,36,1
768,Lycosa godeffroyi,18,2
769,Didelphis virginiana,23,1
770,Pseudocheirus peregrinus,23,1
771,Taxidea taxus,24,1
772,Boa caninus,33,2
773,unavailable,39,2
774,Uraeginthus angolensis,29,1
775,Ciconia ciconia,18,1
776,Alcelaphus buselaphus cokii,22,2
777,Bos taurus,22,1
778,Tyto novaehollandiae,24,2
779,Alligator mississippiensis,38,2
780,Hippotragus niger,18,1
781,Dasyurus viverrinus,16,1
782,Vulpes chama,38,1
783,Ursus americanus,25,1
784,Sylvicapra grimma,38,1
785,Ara chloroptera,15,1
786,Stercorarius longicausus,22,2
787,Merops bullockoides,26,1
788,Physignathus cocincinus,24,2
789,Phalacrocorax carbo,16,1
790,Raphicerus campestris,19,1
791,Ardea golieth,16,2
792,Cereopsis novaehollandiae,38,1
793,Hyaena hyaena,22,2
794,Otaria flavescens,17,1
795,Pteronura brasiliensis,28,2
796,Microcebus murinus,38,2
797,Terathopius ecaudatus,29,2
798,Phalacrocorax brasilianus,21,2
799,Alcelaphus buselaphus cokii,17,2
800,Nasua nasua,34,2
801,Martes pennanti,32,1
802,Merops nubicus,26,1
803,Crax sp.,22,1
804,Ictonyx striatus,29,2
805,Larus sp.,15,2
806,unavailable,39,1
807,Equus burchelli,15,2
808,Kobus vardonii vardoni,24,1
809,Haliaeetus leucoryphus,19,2
810,Colobus guerza,22,1
811,Chordeiles minor,15,1
812,Pycnonotus nigricans,27,1
813,Anastomus oscitans,19,2
814,Pycnonotus nigricans,30,1
815,Phalaropus lobatus,33,1
816,Dendrocitta vagabunda,17,1
817,Cracticus nigroagularis,32,2
818,Kobus defassa,37,2
819,Alcelaphus buselaphus caama,30,2
820,Ramphastos tucanus,35,1
821,Larus dominicanus,29,2
822,Threskionis aethiopicus,40,2
823,Ardea cinerea,20,2
824,Microcebus murinus,29,1
825,Bubulcus ibis,35,1
826,Haliaeetus leucocephalus,35,2
827,Libellula quadrimaculata,33,2
828,Macropus rufogriseus,23,2
829,Haliaeetus leucoryphus,25,2
830,Theropithecus gelada,39,1
831,Erinaceus frontalis,36,1
832,Meleagris gallopavo,39,2
833,Ramphastos tucanus,19,2
834,Eremophila alpestris,15,1
835,Papio cynocephalus,26,2
836,Lycosa godeffroyi,26,1
837,Phalacrocorax niger,39,2
838,Fratercula corniculata,34,1
839,Fulica cristata,23,1
840,Cereopsis novaehollandiae,32,2
841,Papio cynocephalus,15,1
842,Canis dingo,22,2
843,Macropus fuliginosus,32,2
844,Columba livia,22,1
845,Cochlearius cochlearius,23,1
846,Balearica pavonina,20,1
847,Tragelaphus strepsiceros,24,1
848,Bucorvus leadbeateri,33,2
849,Ictalurus furcatus,36,2
850,Cochlearius cochlearius,30,2
851,Estrilda erythronotos,27,1
852,Dendrocitta vagabunda,26,1
853,Cercatetus concinnus,21,1
854,Ara ararauna,21,1
855,Phalacrocorax carbo,18,2
856,Varanus salvator,21,2
857,Phalacrocorax niger,16,2
858,Gyps fulvus,32,2
859,Meles meles,25,1
860,Aegypius tracheliotus,34,2
861,Lorythaixoides concolor,25,1
862,Antidorcas marsupialis,21,2
863,Coluber constrictor,16,1
864,Eutamias minimus,36,2
865,Platalea leucordia,39,1
